name,salary_from,salary_to,salary_currency,area_name,published_at
Наладчик-оператор станков с ЧПУ,,,,Тула,2022-12-12T14:35:28+0300
Директор по развитию (маркетплейс),,,,Москва,2022-12-12T09:42:44+0300
Токарь,115000.0,125000.0,RUR,Энгельс,2022-12-12T13:13:01+0300
Ночной cпециалист технической поддержки,,,,Санкт-Петербург,2022-12-12T15:12:42+0300
Ведущий специалист по системам автоматизации,,,,Санкт-Петербург,2022-12-12T11:38:48+0300
PHP разработчик (middle | senior),,,,Москва,2022-12-12T14:53:16+0300
Верстальщик (бюро переводов),,,,Москва,2022-12-12T10:21:42+0300
Токарь-универсал,105000.0,130000.0,RUR,Набережные Челны,2022-12-12T15:43:51+0300
Токарь-универсал,105000.0,130000.0,RUR,Ульяновск,2022-12-12T15:43:49+0300
JavaScript/TypeScript-разработчик,80000.0,200000.0,RUR,Псков,2022-12-12T14:55:11+0300
Электромеханик (г. Всеволожск),,,,Санкт-Петербург,2022-12-12T15:31:31+0300
Токарь,110000.0,115000.0,RUR,Тюмень,2022-12-12T13:36:38+0300
Системный программист C++ / Go,140000.0,180000.0,RUR,Саратов,2022-12-12T08:42:01+0300
Linux-инженер (отдел координации и базовых решений),,,,Москва,2022-12-12T11:48:27+0300
Шлифовщик по металлу,125000.0,135000.0,RUR,Стерлитамак,2022-12-12T14:05:11+0300
"Механик по ремонту и обслуживанию дорожно-строительной техники Doosan, Isuzu",60000.0,100000.0,RUR,Благовещенск (Амурская область),2022-12-12T08:29:04+0300
Электроник,30000.0,34000.0,RUR,Елизаветинская,2022-12-12T09:28:27+0300
Токарь-универсал,90000.0,,RUR,Долгопрудный,2022-12-12T10:03:33+0300
Инженер IT отдела,30000.0,35000.0,RUR,Новосибирск,2022-12-12T11:19:38+0300
Ведущий инженер-аналитик по эксплуатации,,,,Москва,2022-12-12T12:16:20+0300
Ревизор (Запад Москвы и Московской области),64000.0,64000.0,RUR,Одинцово,2022-12-12T13:13:22+0300
Токарь,53000.0,60000.0,RUR,Владимир,2022-12-12T10:21:53+0300
Электроник,30000.0,34000.0,RUR,Дагомыс,2022-12-12T09:28:27+0300
Аналитик маркетплейсов,,,,Санкт-Петербург,2022-12-12T10:37:07+0300
Токарь-универсал,105000.0,130000.0,RUR,Стародуб,2022-12-12T15:43:46+0300
Токарь-универсал,105000.0,130000.0,RUR,Льгов,2022-12-12T15:43:49+0300
Системный администратор отдела ИТ,,,,Химки,2022-12-12T11:24:43+0300
Токарь,105000.0,110000.0,RUR,Нижний Новгород,2022-12-12T13:30:19+0300
Системный администратор,45000.0,50000.0,RUR,Москва,2022-12-12T15:52:51+0300
Токарь-универсал,105000.0,130000.0,RUR,Тюмень,2022-12-12T15:43:50+0300
Ведущий специалист по открытию новых объектов (IT),,,,Москва,2022-12-12T11:47:40+0300
Токарь-универсал,105000.0,130000.0,RUR,Вольск,2022-12-12T15:43:49+0300
PHP-разработчик (remote),,,,Казань,2022-12-12T11:52:16+0300
Механик холодильного оборудования,,44000.0,RUR,Кострома,2022-12-12T08:57:46+0300
Бизнес-аналитик ИТ-проектов,,,,Москва,2022-12-12T14:00:24+0300
Электроник,30000.0,34000.0,RUR,Туапсе,2022-12-12T09:28:27+0300
Team Lead QA engineer Auto (Senior QA engineer),,,,Москва,2022-12-12T11:44:26+0300
Архитектор ML,,,,Москва,2022-12-12T10:44:49+0300
Руководитель отдела информационных технологий,150000.0,,RUR,Москва,2022-12-12T13:23:15+0300
Enterprise architect,,,,Москва,2022-12-12T15:36:01+0300
Фрезеровщик,110000.0,,RUR,Саратов,2022-12-12T12:15:08+0300
Оператор станков с ЧПУ (листогибочный станок),1800.0,2500.0,BYR,Минск,2022-12-12T15:59:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Ряжск,2022-12-12T15:43:54+0300
Старший специалист контроля качества звонков,37000.0,37000.0,RUR,Брянск,2022-12-12T12:10:50+0300
Системный администратор,35000.0,,RUR,Барнаул,2022-12-12T12:17:01+0300
Механик по транспорту,60000.0,,RUR,Казань,2022-12-12T13:53:50+0300
Linux Kernel/Инженер-программист (Ядра Linux),,,,Москва,2022-12-12T11:46:51+0300
ИТ-архитектор,,,,Москва,2022-12-12T09:23:21+0300
Инженер-программист,,,,Москва,2022-12-12T14:20:10+0300
Инженер-программист,90000.0,160000.0,RUR,Санкт-Петербург,2022-12-12T09:09:23+0300
Оператор на станок лазерной резки и листогибочный пресс,50000.0,60000.0,RUR,Воронеж,2022-12-12T13:27:13+0300
Junior DevOps инженер,,,,Москва,2022-12-12T10:12:39+0300
Flutter разработчик,150000.0,200000.0,RUR,Ярославль,2022-12-12T09:50:54+0300
Графический дизайнер,25000.0,,KGS,Бишкек,2022-12-12T12:23:47+0300
Ученик металлизатора (напыление),30000.0,,RUR,Ярославль,2022-12-12T14:01:46+0300
Менеджер проектов в Центр координации жизненного цикла продуктов,,,,Москва,2022-12-12T09:55:14+0300
Оператор станка с ЧПУ,114000.0,,RUR,Ульяновск,2022-12-12T09:54:17+0300
Сервисный инженер,25000.0,50000.0,RUR,Самара,2022-12-12T14:27:54+0300
Механик производственной линии,50000.0,,RUR,Жуковский,2022-12-12T15:33:42+0300
Шлифовщик,,116000.0,RUR,Тула,2022-12-12T09:39:57+0300
Senior product manager,,,,Москва,2022-12-12T12:50:57+0300
Токарь-расточник,120000.0,,RUR,Чебоксары,2022-12-12T12:07:01+0300
Токарь-универсал,105000.0,130000.0,RUR,Суздаль,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Новоаганск,2022-12-12T15:43:50+0300
"Шлифовщик, г. Липецк",107000.0,,RUR,Липецк,2022-12-12T12:52:08+0300
Фрезеровщик,90000.0,,RUR,Ижевск,2022-12-12T10:47:15+0300
Оператор станков с ЧПУ,50000.0,70000.0,RUR,Катав-Ивановск,2022-12-12T13:27:19+0300
Монтажник-инсталлятор,28000.0,,RUR,Волово,2022-12-12T13:48:10+0300
Мастер СТО / Мастер цеха / Мастер сервиса / Мастер ремзоны,50000.0,,RUR,Нижний Новгород,2022-12-12T15:21:28+0300
Javascript-разработчик,,,,Рыбинск,2022-12-12T10:22:25+0300
Механик,40000.0,60000.0,RUR,Самара,2022-12-12T08:08:55+0300
Разработчик мобильных приложений [Кибербезопасность],,,,Москва,2022-12-12T11:39:43+0300
Токарь,119000.0,238000.0,RUR,Екатеринбург,2022-12-12T11:59:44+0300
Инженер по защите информации,1000.0,1500.0,BYR,Минск,2022-12-12T12:00:15+0300
Специалист технической поддержки,3000000.0,5000000.0,UZS,Ташкент,2022-12-12T13:03:05+0300
"Корреспондент сетевого издания ""Тульские новости""",,,,Тула,2022-12-12T10:07:07+0300
Дизайнер презентаций,,,,Москва,2022-12-12T12:48:07+0300
Начальник отдела по учету ГСМ (горюче-смазочных материалов),,,,Тюмень,2022-12-12T13:21:06+0300
Строгальщик,55000.0,,RUR,Красная Поляна (Кировская область),2022-12-12T10:13:36+0300
Фрезеровщик,90000.0,,RUR,Раменское,2022-12-12T10:47:15+0300
Старший системный инженер,,,,Москва,2022-12-12T11:55:47+0300
Инженер-механик/механик (испытательного оборудования),78000.0,,RUR,Москва,2022-12-12T11:57:35+0300
Аналитик 1С:ERP (Middle),150000.0,,RUR,Москва,2022-12-12T12:20:16+0300
Токарь,32000.0,45000.0,RUR,Ижевск,2022-12-12T08:10:49+0300
"Токарь ДИП 300-500, Липецк",107000.0,,RUR,Орел,2022-12-12T09:04:43+0300
"Токарь ДИП 300-500, Липецк",107000.0,,RUR,Рязань,2022-12-12T09:04:43+0300
Токарь-универсал,105000.0,130000.0,RUR,Кострома,2022-12-12T15:43:52+0300
Токарь,110000.0,,RUR,Тверь,2022-12-12T12:04:15+0300
Токарь (Казань),92000.0,120000.0,RUR,Набережные Челны,2022-12-12T14:26:15+0300
Токарь,23000.0,,RUR,Любинский,2022-12-12T11:02:49+0300
"Шлифовщик, г. Липецк",107000.0,,RUR,Тамбов,2022-12-12T12:52:09+0300
Senior-копирайтер,,,,Москва,2022-12-12T09:46:51+0300
Строгальщик,55000.0,,RUR,Камские Поляны,2022-12-12T10:13:36+0300
Фрезеровщик,90000.0,,RUR,Саратов,2022-12-12T10:47:15+0300
Системный аналитик,,,,Уфа,2022-12-12T12:48:15+0300
Токарь (Тамбовская область),96000.0,,RUR,Владимир,2022-12-12T13:11:51+0300
Главный инженер (DevSecOps),,,,Москва,2022-12-12T13:46:18+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Копейск,2022-12-12T15:12:44+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Сим,2022-12-12T15:12:44+0300
Инженер-программист С встраиваемых систем (Linux),,,,Москва,2022-12-12T15:42:18+0300
Senior/Lead ReactJS developer,250000.0,330000.0,RUR,Новосибирск,2022-12-12T08:30:23+0300
Fullstack-разработчик C#/JavaScript,,,,Уфа,2022-12-12T10:59:26+0300
Специалист технической поддержки,35000.0,65000.0,RUR,Санкт-Петербург,2022-12-12T11:48:54+0300
Руководитель аналитики клиентских данных,,,,Москва,2022-12-12T11:25:41+0300
Node.js developer,,,,Минск,2022-12-12T13:25:38+0300
Менеджер по проектному управлению (методолог),,,,Москва,2022-12-12T15:13:59+0300
Разработчик серверного ПО,,,,Санкт-Петербург,2022-12-12T10:17:53+0300
Руководитель группы технической поддержки,80000.0,80000.0,RUR,Санкт-Петербург,2022-12-12T09:23:36+0300
Инженер по эксплуатации,,,,Краснодар,2022-12-12T12:16:35+0300
Фрезеровщик,90000.0,,RUR,Химки,2022-12-12T10:47:15+0300
Инженер-программист микроконтроллеров,,,,Санкт-Петербург,2022-12-12T10:17:57+0300
Строгальщик,55000.0,,RUR,Менделеевск,2022-12-12T10:13:36+0300
Резчик на пиле,73000.0,,RUR,Химки,2022-12-12T11:09:22+0300
Токарь,115000.0,,RUR,Челябинск,2022-12-12T13:32:52+0300
Data Scientist,,,,Химки,2022-12-12T14:07:54+0300
Менеджер по обучению и развитию персонала,35000.0,,RUR,Смоленск,2022-12-12T09:25:54+0300
Бизнес-аналитик,,,,Москва,2022-12-12T10:44:32+0300
Токарь,110000.0,,RUR,Чебоксары,2022-12-12T12:15:44+0300
Технический рабочий,40000.0,,RUR,Узловая,2022-12-12T08:52:12+0300
Токарь-универсал,105000.0,130000.0,RUR,Севск,2022-12-12T15:43:46+0300
Инженер сельскохозяйственной техники,,,,Рязань,2022-12-12T09:07:33+0300
Токарь,55000.0,,RUR,Камские Поляны,2022-12-12T09:33:26+0300
Токарь,55000.0,,RUR,Менделеевск,2022-12-12T09:33:26+0300
Токарь (Тамбовская область),96000.0,,RUR,Ульяновск,2022-12-12T13:11:51+0300
Механик,45000.0,,RUR,Ленинский (Тульская область),2022-12-12T13:23:19+0300
Токарь,105000.0,110000.0,RUR,Владимир,2022-12-12T13:30:19+0300
Технический Presale специалист,,,,Санкт-Петербург,2022-12-12T15:42:19+0300
Ведущий инженер / Team Lead,150000.0,,RUR,Люберцы,2022-12-12T10:29:02+0300
Программист-исследователь систем связи,,,,Москва,2022-12-12T15:58:57+0300
Продакт-менеджер (product manager)/менеджер по закупкам,80000.0,,RUR,Подольск (Московская область),2022-12-12T13:04:52+0300
Backend-разработчик PHP,440000.0,1500000.0,KZT,Алматы,2022-12-12T15:02:48+0300
Инженер-программист (программирование алгоритмов РЗиА под аппаратную часть),,,,Санкт-Петербург,2022-12-12T10:14:31+0300
Токарь-универсал,105000.0,130000.0,RUR,Кирово-Чепецк,2022-12-12T15:43:51+0300
Токарь-расточник,55000.0,,RUR,Нефтекамск,2022-12-12T10:05:40+0300
Оператор станков с ЧПУ,50000.0,70000.0,RUR,Усть-Катав,2022-12-12T13:27:19+0300
Наладчик станков с ЧПУ,130000.0,135000.0,RUR,Саранск,2022-12-12T14:04:39+0300
Senior QA/DevOps engineer,,,,Нижний Новгород,2022-12-12T11:12:45+0300
Сетевой инженер,130000.0,150000.0,RUR,Якутск,2022-12-12T10:08:48+0300
QA Automation Engineer,,,,Москва,2022-12-12T09:24:53+0300
Инженер Группы режимов Оперативной службы,40000.0,60000.0,RUR,Черкесск,2022-12-12T10:02:10+0300
Токарь-расточник,55000.0,,RUR,Кильмезь (Кировская область),2022-12-12T10:05:40+0300
Токарь,119000.0,238000.0,RUR,Курган,2022-12-12T11:59:44+0300
Специалист ИТ,30000.0,,RUR,Киров (Кировская область),2022-12-12T13:49:34+0300
Техник-механик,45000.0,,RUR,Владимир,2022-12-12T10:21:48+0300
Проектировщик пользовательских интерфейсов и сценариев (UX дизайнер),,,,Калининград,2022-12-12T10:57:46+0300
Инженер системы мониторинга с функцией QA,,,,Москва,2022-12-12T09:05:10+0300
Токарь-универсал,105000.0,130000.0,RUR,Приволжск,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Богородицк,2022-12-12T15:43:48+0300
Токарь-карусельщик,55000.0,,RUR,Фалёнки,2022-12-12T09:53:34+0300
Токарь-расточник,55000.0,,RUR,Камские Поляны,2022-12-12T10:05:40+0300
Строгальщик,55000.0,,RUR,"Красная Горка (Нуримановский район, Башкортостан)",2022-12-12T10:13:36+0300
Инженер-программист C++,,,,Москва,2022-12-12T12:07:24+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Челябинск,2022-12-12T15:12:44+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Трехгорный,2022-12-12T15:12:44+0300
Специалист по аудио-видео оборудованию,,,,Санкт-Петербург,2022-12-12T15:56:27+0300
Электроник,30000.0,34000.0,RUR,Джубга,2022-12-12T09:28:27+0300
Разработчик 1С-Битрикс / Web-программист,150000.0,,RUR,Жуковский,2022-12-12T10:31:41+0300
Токарь-универсал,105000.0,130000.0,RUR,Мценск,2022-12-12T15:43:49+0300
Токарь,55000.0,,RUR,Нижнекамск,2022-12-12T09:33:26+0300
Разработчик C#.Net (Бэкенд Middle),,,,Санкт-Петербург,2022-12-12T10:39:17+0300
Дежурный инженер по телекоммуникационным (сетевым) системам банка,,,,Санкт-Петербург,2022-12-12T09:25:49+0300
Аналитик бизнес-процессов,,,,Москва,2022-12-12T15:55:23+0300
Ведущий специалист по организационному развитию,120000.0,,RUR,Москва,2022-12-12T11:55:32+0300
Токарь-карусельщик,120000.0,125000.0,RUR,Ростов-на-Дону,2022-12-12T13:40:09+0300
Токарь-универсал,105000.0,130000.0,RUR,Нижнекамск,2022-12-12T15:43:51+0300
Токарь-универсал,105000.0,130000.0,RUR,Киров (Кировская область),2022-12-12T15:43:51+0300
Механик по транспорту,60000.0,80000.0,RUR,Нижневартовск,2022-12-12T08:27:01+0300
Строгальщик,55000.0,,RUR,Кильмезь (Кировская область),2022-12-12T10:13:36+0300
Product manager,,,,Москва,2022-12-12T12:11:53+0300
Системный Аналитик (Мониторинг),,,,Москва,2022-12-12T12:59:13+0300
Редактор сайта,40000.0,,RUR,Иваново (Ивановская область),2022-12-12T13:14:10+0300
Токарь-расточник,85000.0,,RUR,Чебоксары,2022-12-12T14:25:57+0300
Шлифовщик,115000.0,,RUR,Уфа,2022-12-12T14:27:59+0300
Программист PHP,,,,Орел,2022-12-12T08:34:43+0300
Программист 1С,86000.0,120000.0,RUR,Ростов-на-Дону,2022-12-12T08:19:45+0300
Начальник отдела документационного контроля и аналитики,,,,Кемерово,2022-12-12T12:22:43+0300
Графический дизайнер,80000.0,,RUR,Москва,2022-12-12T12:45:49+0300
Администратор 1С,50000.0,70000.0,RUR,Саратов,2022-12-12T09:40:01+0300
"Шлифовщик, г. Липецк",107000.0,,RUR,Курск,2022-12-12T12:52:09+0300
Токарь-карусельщик,55000.0,,RUR,Красная Поляна (Кировская область),2022-12-12T09:53:34+0300
Токарь-универсал,90000.0,,RUR,Тамбов,2022-12-12T10:05:20+0300
Токарь-расточник,55000.0,,RUR,Красная Поляна (Кировская область),2022-12-12T10:05:40+0300
Токарь-расточник,55000.0,,RUR,"Красная Горка (Нуримановский район, Башкортостан)",2022-12-12T10:05:40+0300
Копирайтер,,,,Орел,2022-12-12T13:05:08+0300
Токарь (Тамбовская область),96000.0,,RUR,Самара,2022-12-12T13:11:51+0300
Архитектор бизнес-процессов (Enterprise Architect),250000.0,,RUR,Краснодар,2022-12-12T14:53:50+0300
Ведущий консультант по информационной безопасности,150000.0,,RUR,Москва,2022-12-12T11:12:00+0300
Test Automation Engineer,,,,Москва,2022-12-12T10:53:18+0300
Токарь-универсал,105000.0,130000.0,RUR,Псков,2022-12-12T15:43:54+0300
Специалист по сопровождению программного обеспечения,,,,Омск,2022-12-12T13:18:13+0300
Главный эксперт отдела развития инфраструктуры (архитектор вычислительной инфраструктуры),,160000.0,RUR,Махачкала,2022-12-12T14:31:54+0300
Разработчик MS SSAS (Microsoft SQL Server Analysis Services),150000.0,,RUR,Краснодар,2022-12-12T09:54:02+0300
Инженер-программист,60000.0,,RUR,Саратов,2022-12-12T08:19:25+0300
Devops Junior (Tantor Labs),,,,Москва,2022-12-12T11:48:27+0300
Старший аналитик,,,,Москва,2022-12-12T13:45:27+0300
Аналитик по продажам,,,,Москва,2022-12-12T11:31:10+0300
Менеджер IT проектов,,,,Пермь,2022-12-12T14:38:24+0300
"Токарь (16К20), Нижний Новгород",107000.0,,RUR,Чебоксары,2022-12-12T12:28:55+0300
Электроник,30000.0,34000.0,RUR,Ростов-на-Дону,2022-12-12T09:28:27+0300
Оператор техподдержки,65000.0,86000.0,RUR,Москва,2022-12-12T10:06:23+0300
Заместитель технического директора по горно-шахтному оборудованию,,,,Москва,2022-12-12T08:31:26+0300
Оператор станка с ЧПУ,65000.0,75000.0,RUR,Москва,2022-12-12T14:38:56+0300
Токарь,75000.0,,RUR,Химки,2022-12-12T09:12:07+0300
Копирайтер,,,,Симферополь,2022-12-12T08:57:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Почеп,2022-12-12T15:43:46+0300
"Шлифовщик, г. Липецк",107000.0,,RUR,Орел,2022-12-12T12:52:09+0300
Токарь-карусельщик,55000.0,,RUR,"Красная Горка (Нуримановский район, Башкортостан)",2022-12-12T09:53:34+0300
Токарь-универсал,90000.0,,RUR,Коломна,2022-12-12T10:04:33+0300
Токарь-расточник,55000.0,,RUR,Уфа,2022-12-12T10:05:40+0300
Специалист по защите информации,40000.0,40000.0,RUR,Томск,2022-12-12T12:40:41+0300
Senior \ Middle QA Engineer,,,,Москва,2022-12-12T13:19:00+0300
Руководитель направления разработки 1С,150000.0,200000.0,RUR,Рязань,2022-12-12T14:50:53+0300
"Программист 1С (УТ, БП, удаленно, почасовая)",,,,Москва,2022-12-12T11:33:28+0300
Техник,24000.0,,RUR,Рязань,2022-12-12T08:51:47+0300
Специалист отдела мониторинга инцидентов информационной безопасности,,,,Екатеринбург,2022-12-12T09:02:46+0300
Оператор станков с ЧПУ,78000.0,,RUR,Саратов,2022-12-12T10:24:44+0300
Фрезеровщик,90000.0,,RUR,Москва,2022-12-12T10:47:15+0300
BI-разработчик/Data analyst,,,,Санкт-Петербург,2022-12-12T13:36:04+0300
Python developer (Middle),150000.0,250000.0,RUR,Санкт-Петербург,2022-12-12T09:55:21+0300
Токарь,,50000.0,RUR,Дзержинск (Нижегородская область),2022-12-12T09:17:29+0300
Токарь,110000.0,,RUR,Калуга,2022-12-12T12:04:15+0300
Менеджер по продажам,,500000.0,RUR,Санкт-Петербург,2022-12-12T14:23:39+0300
Механик-аккумуляторщик Погрузочной техники на РЦ (Домодедово),50000.0,,RUR,Домодедово,2022-12-12T12:30:30+0300
"Шлифовщик, г. Липецк",107000.0,,RUR,Тула,2022-12-12T12:52:09+0300
Токарь,55000.0,,RUR,Мамадыш,2022-12-12T09:33:26+0300
Токарь-карусельщик,55000.0,,RUR,Камские Поляны,2022-12-12T09:53:34+0300
Токарь-карусельщик,55000.0,,RUR,Кильмезь (Кировская область),2022-12-12T09:53:34+0300
Токарь-расточник,55000.0,,RUR,Мамадыш,2022-12-12T10:05:40+0300
Резчик на пиле,73000.0,,RUR,Тверь,2022-12-12T11:09:22+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Уфа,2022-12-12T15:12:44+0300
Инженер по складскому оборудованию,,,,Москва,2022-12-12T15:16:19+0300
Руководитель Группы технической поддержки,,,,Ульяновск,2022-12-12T13:58:45+0300
Технический руководитель разработки (Java),,,,Москва,2022-12-12T09:09:37+0300
Специалист по информационной безопасности (методолог),,,,Новосибирск,2022-12-12T08:32:52+0300
Оператор - наладчик ЧПУ,40000.0,,RUR,Тольятти,2022-12-12T11:07:44+0300
Инженер-программист бюро разработки Служба Автоматики,,50100.0,RUR,Волжский (Волгоградская область),2022-12-12T13:54:10+0300
Тестировщик ПО / Middle QA Engineer,,,,Самара,2022-12-12T11:07:42+0300
Аналитик 1С (MiddIe),200000.0,200000.0,RUR,Иваново (Ивановская область),2022-12-12T09:31:16+0300
Системный аналитик,,,,Томск,2022-12-12T12:48:06+0300
Оператор систем спутникового мониторинга,45000.0,52000.0,RUR,Красноярск,2022-12-12T13:46:57+0300
Руководитель проекта (SAP),,,,Красноярск,2022-12-12T13:34:01+0300
Токарь 16к20,108000.0,,RUR,Самара,2022-12-12T15:27:20+0300
Менеджер проектов в госсекторе,,,,Москва,2022-12-12T15:45:53+0300
PHP-программист/ РНР разработчик,,,,Подольск (Московская область),2022-12-12T10:54:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Смоленск,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Острогожск,2022-12-12T15:43:47+0300
Токарь-расточник,55000.0,,RUR,Набережные Челны,2022-12-12T10:05:40+0300
Начальник отдела разработки электронных устройств,180000.0,230000.0,RUR,Москва,2022-12-12T10:38:55+0300
Менеджер проекта,85000.0,,RUR,Москва,2022-12-12T12:04:08+0300
Шлифовщик в дивизион станкостроения,101000.0,132000.0,RUR,Киров (Кировская область),2022-12-12T12:26:01+0300
Системный администратор Linux,,,,Москва,2022-12-12T12:43:59+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Златоуст,2022-12-12T15:12:44+0300
Программист 1С,110000.0,,RUR,Москва,2022-12-12T10:28:10+0300
Сетевой инженер,130000.0,150000.0,RUR,Южно-Сахалинск,2022-12-12T10:08:53+0300
Техник-программист,35000.0,35000.0,RUR,Киров (Кировская область),2022-12-12T09:11:55+0300
Менеджер проекта,,,,Москва,2022-12-12T15:17:41+0300
Фрезеровщик (5разряд),40000.0,60000.0,RUR,Волгоград,2022-12-12T15:14:45+0300
Токарь / оборонка,115000.0,,RUR,Чебоксары,2022-12-12T12:07:35+0300
Frontend-разработчик,,,,Уфа,2022-12-12T12:45:31+0300
Проектный менеджер (гор. Ялта),,,,Москва,2022-12-12T12:52:48+0300
Графический дизайнер,,,,Минск,2022-12-12T13:17:32+0300
Шлифовщик,115000.0,,RUR,Казань,2022-12-12T14:26:56+0300
Слесарь по ремонту холодильного оборудования,60000.0,120000.0,RUR,Ногинск,2022-12-12T15:45:01+0300
Токарь,55000.0,,RUR,Пермь,2022-12-12T09:33:26+0300
Сверловщик,80000.0,,RUR,Екатеринбург,2022-12-12T12:43:09+0300
Токарь-универсал,105000.0,130000.0,RUR,Агидель,2022-12-12T15:43:48+0300
Токарь-карусельщик,55000.0,,RUR,Менделеевск,2022-12-12T09:53:34+0300
Токарь,110000.0,,RUR,Ульяновск,2022-12-12T12:04:15+0300
Токарь (Тамбовская область),96000.0,,RUR,Иваново (Ивановская область),2022-12-12T13:11:51+0300
Технический писатель (Linux),,,,Москва,2022-12-12T15:42:19+0300
"Оператор гибочного/лазерного/КРП станка (нержавеющая сталь, листовой металл, Всеволожск)",90000.0,,RUR,Санкт-Петербург,2022-12-12T13:54:03+0300
Ведущий специалист по информационной безопасности,,,,Москва,2022-12-12T11:50:09+0300
Системный администратор,65000.0,,RUR,Ростов-на-Дону,2022-12-12T11:01:31+0300
Токарь-универсал,105000.0,130000.0,RUR,Реж,2022-12-12T15:43:45+0300
"Токарь ДИП 300-500, Липецк",107000.0,,RUR,Тамбов,2022-12-12T09:04:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Бологое,2022-12-12T15:43:52+0300
Фрезеровщик,90000.0,,RUR,Ржев,2022-12-12T10:47:15+0300
Резчик на пиле,73000.0,,RUR,Орел,2022-12-12T11:09:22+0300
"Инженер сервисного обслуживания (ПК, серверы)",,,,Москва,2022-12-12T11:09:06+0300
Сервисный инженер,50000.0,,RUR,Тольятти,2022-12-12T10:22:01+0300
Фрезеровщик,110000.0,,RUR,Уфа,2022-12-12T12:14:59+0300
Системный администратор отдела ИТ,,,,Зеленоград,2022-12-12T11:24:43+0300
Токарь,110000.0,,RUR,Рязань,2022-12-12T12:04:15+0300
Шлифовщик,130000.0,,RUR,Воткинск,2022-12-12T12:19:46+0300
Наладчик станков с ЧПУ,135000.0,145000.0,RUR,Волгоград,2022-12-12T13:25:48+0300
Ведущий специалист отдела корпоративного ит сервиса,35000.0,,RUR,Саратов,2022-12-12T09:05:51+0300
Специалист технической поддержки,35000.0,,RUR,Омск,2022-12-12T08:59:37+0300
Системный аналитик,,,,Пенза,2022-12-12T12:48:29+0300
Руководитель ИТ проектов/заместитель директора ИТ-службы,,,,Калининград,2022-12-12T13:20:54+0300
Системный аналитик,,,,Москва,2022-12-12T15:08:45+0300
Продуктовый аналитик,,,,Москва,2022-12-12T12:04:01+0300
Токарь-универсал,105000.0,130000.0,RUR,Гаврилов-Ям,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Октябрьск,2022-12-12T15:43:43+0300
Системный администратор,60000.0,,RUR,Большие Колпаны,2022-12-12T10:39:34+0300
Токарь-расточник,55000.0,,RUR,Менделеевск,2022-12-12T10:05:40+0300
Механизатор (сельское хозяйство),90000.0,125000.0,RUR,Тверь,2022-12-12T10:38:26+0300
Токарь (Тамбовская область),96000.0,,RUR,Тамбов,2022-12-12T13:11:51+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Снежинск,2022-12-12T15:12:44+0300
Front-end developer (Vue.js),,,,Москва,2022-12-12T15:25:23+0300
Наладчик оборудования оптического производства 4-6 разряда,2500.0,,BYR,Минск,2022-12-12T08:56:04+0300
Строгальщик,55000.0,,RUR,Пермь,2022-12-12T10:13:36+0300
Фрезеровщик,90000.0,,RUR,Тверь,2022-12-12T10:47:15+0300
Токарь-универсал,120000.0,,RUR,Миасс,2022-12-12T12:51:56+0300
Специалист группы мониторинга,,,,Воронеж,2022-12-12T13:33:24+0300
"Механик по ремонту оборудования (линии ПЭТ, стекло)",50000.0,,RUR,Краснодар,2022-12-12T09:09:34+0300
Администратор базы данных,,,,Искитим,2022-12-12T12:28:49+0300
"Сервис-менеджер, г. Славгород",25000.0,25000.0,RUR,Славгород (Алтайский край),2022-12-12T12:29:59+0300
Фрезеровщик,58000.0,,RUR,Брянск,2022-12-12T12:31:14+0300
Токарь-универсал,105000.0,130000.0,RUR,Углич,2022-12-12T15:43:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Тобольск,2022-12-12T15:43:50+0300
Фрезеровщик 5-6 разряда,50000.0,55000.0,RUR,Нижний Новгород,2022-12-12T11:17:45+0300
Сетевой инженер (развитие),,,,Москва,2022-12-12T15:42:31+0300
Механик транспортного участка,,45000.0,RUR,Ярославль,2022-12-12T11:20:15+0300
Бизнес-аналитик,,,,Москва,2022-12-12T09:15:11+0300
Оператор станка с ЧПУ,114000.0,,RUR,Казань,2022-12-12T09:54:17+0300
Главный специалист в отдел информационных технологий,19000.0,45000.0,RUR,Кострома,2022-12-12T12:49:53+0300
Программист 1С,,,,Орел,2022-12-12T14:50:10+0300
Техник,28000.0,28000.0,RUR,Петрозаводск,2022-12-12T08:55:40+0300
